from,to,community,graphName
503,507,5,art6
504,505,5,art6
504,506,5,art6
504,507,5,art6
505,506,5,art6
505,507,5,art6
506,507,5,art6
501,3,5,art6
601,602,6,art6
601,603,6,art6
601,604,6,art6
601,605,6,art6
601,606,6,art6
601,607,6,art6
601,608,6,art6
602,603,6,art6
602,604,6,art6
602,605,6,art6
602,606,6,art6
602,607,6,art6
602,608,6,art6
603,604,6,art6
603,605,6,art6
603,606,6,art6
603,607,6,art6
603,608,6,art6
604,605,6,art6
604,606,6,art6
604,607,6,art6
604,608,6,art6
605,606,6,art6
605,607,6,art6
605,608,6,art6
606,607,6,art6
606,608,6,art6
607,608,6,art6
601,3,6,art6
701,702,7,art6
701,703,7,art6
701,704,7,art6
701,705,7,art6
701,706,7,art6
701,707,7,art6
701,708,7,art6
702,703,7,art6
702,704,7,art6
702,705,7,art6
702,706,7,art6
702,707,7,art6
702,708,7,art6
703,704,7,art6
703,705,7,art6
703,706,7,art6
703,707,7,art6
703,708,7,art6
704,705,7,art6
704,706,7,art6
704,707,7,art6
704,708,7,art6
705,706,7,art6
705,707,7,art6
705,708,7,art6
706,707,7,art6
706,708,7,art6
707,708,7,art6
701,4,7,art6
801,802,8,art6
801,803,8,art6
801,804,8,art6
801,805,8,art6
801,806,8,art6
801,807,8,art6
802,803,8,art6
802,804,8,art6
802,805,8,art6
802,806,8,art6
802,807,8,art6
803,804,8,art6
803,805,8,art6
803,806,8,art6
803,807,8,art6
804,805,8,art6
804,806,8,art6
804,807,8,art6
805,806,8,art6
805,807,8,art6
806,807,8,art6
801,4,8,art6
901,902,9,art6
901,903,9,art6
901,904,9,art6
901,905,9,art6
901,906,9,art6
901,907,9,art6
901,908,9,art6
901,909,9,art6
902,903,9,art6
902,904,9,art6
902,905,9,art6
902,906,9,art6
902,907,9,art6
902,908,9,art6
902,909,9,art6
903,904,9,art6
903,905,9,art6
903,906,9,art6
903,907,9,art6
903,908,9,art6
903,909,9,art6
904,905,9,art6
904,906,9,art6
904,907,9,art6
904,908,9,art6
904,909,9,art6
905,906,9,art6
905,907,9,art6
905,908,9,art6
905,909,9,art6
906,907,9,art6
906,908,9,art6
906,909,9,art6
907,908,9,art6
907,909,9,art6
908,909,9,art6
901,5,9,art6
1001,1002,10,art6
1001,1003,10,art6
1001,1004,10,art6
1001,1005,10,art6
1001,1006,10,art6
1002,1003,10,art6
1002,1004,10,art6
1002,1005,10,art6
1002,1006,10,art6
1003,1004,10,art6
1003,1005,10,art6
1003,1006,10,art6
1004,1005,10,art6
1004,1006,10,art6
1005,1006,10,art6
1001,5,10,art6
1101,1102,11,art6
1101,1103,11,art6
1101,1104,11,art6
1101,1105,11,art6
1101,1106,11,art6
1101,1107,11,art6
1101,1108,11,art6
1101,1109,11,art6
1101,1110,11,art6
1102,1103,11,art6
1102,1104,11,art6
1102,1105,11,art6
1102,1106,11,art6
1102,1107,11,art6
1102,1108,11,art6
1102,1109,11,art6
1102,1110,11,art6
1103,1104,11,art6
1103,1105,11,art6
1103,1106,11,art6
1103,1107,11,art6
1103,1108,11,art6
1103,1109,11,art6
1103,1110,11,art6
1104,1105,11,art6
1104,1106,11,art6
1104,1107,11,art6
1104,1108,11,art6
1104,1109,11,art6
1104,1110,11,art6
1105,1106,11,art6
1105,1107,11,art6
1105,1108,11,art6
1105,1109,11,art6
1105,1110,11,art6
1106,1107,11,art6
1106,1108,11,art6
1106,1109,11,art6
1106,1110,11,art6
1107,1108,11,art6
1107,1109,11,art6
1107,1110,11,art6
1108,1109,11,art6
1108,1110,11,art6
1109,1110,11,art6
1101,6,11,art6
1201,1202,12,art6
1201,1203,12,art6
1201,1204,12,art6
1201,1205,12,art6
1202,1203,12,art6
1202,1204,12,art6
1202,1205,12,art6
1203,1204,12,art6
1203,1205,12,art6
1204,1205,12,art6
1201,6,12,art6
